"","case","iteration","p_HP","HP","p_DD","DD","p_PS1","PS1","p_PS2","PS2","greg"
"10347",11,347,0.1,0.272843664836058,0.16,0.271309950161811,0.336,0.0478466010415781,0.298,0.134440882466529,0.338
"10348",11,348,0.066,0.155385745202415,0.7,0.151803940492416,0.0900000000000001,0.0124078472885505,0.0780000000000001,0.00122852787840144,0.0760000000000001
"10349",11,349,0.282,0.00286043953007809,0.184,0.00183017899370252,0.002,0.00981914770567593,0.002,0.00319461270316057,0.00800000000000001
"10350",11,350,0.862,0.0135159278964836,0.054,0.0108886671845514,0.034,0.12453123959908,0.026,0.0493540601131374,0.044
"10351",11,351,0.744,0.0208622767844969,0.578,0.0176474459255143,0.00800000000000001,0.0417317041877785,0.00600000000000001,0.0208231696935259,0.00600000000000001
"10352",11,352,0.388,0.0051635032533262,0.0600000000000001,0.00364475698226896,0.002,0.0236018276044545,0.002,0.0117732186900634,0.002
"10353",11,353,0.328,0.26476340449995,0.142,0.263089463026011,0.466,0.270407946122007,0.476,0.636080101372198,0.452
"10354",11,354,0.988,0.083557000524128,0.226,0.0791643387086352,0.116,0.156639729134121,0.0940000000000001,0.0393836415702096,0.0840000000000001
"10355",11,355,0.416,0.0048196400568494,0.118,0.00336556864130744,0.018,0.0184866701848108,0.00600000000000001,0.0108087843602346,0.01
"10356",11,356,0.176,0.0271451727237096,0.0960000000000001,0.0235770297262472,0.102,0.174264083647125,0.11,0.148497853640054,0.106
"10357",11,357,0.052,0.000540922303437649,0.012,0.000243344082839658,0.004,5.2948458162394e-06,0.00600000000000001,0.000782396883698855,0.004
"10358",11,358,0.42,0.0153596964431065,0.0940000000000001,0.0125617856948377,0.028,0.069624578465133,0.034,0.0151834636506358,0.038
"10359",11,359,0.61,0.0391309471248503,0.404,0.0351215223212578,0.034,0.0751000719869402,0.038,0.0232873884857482,0.052
"10360",11,360,0.118,7.54830899370162e-05,0.0620000000000001,1.91150267216944e-05,0.002,0.00147284073546738,0,0.000379741136513068,0
"10361",11,361,0.996,0.0481979805426982,0.944,0.0439889577205992,0.024,0.00976579063014138,0.014,0.00309800338540189,0.012
"10362",11,362,0.256,0.0738676548003196,0.032,0.0694593808796707,0.286,0.353504915080521,0.266,0.389465025333038,0.288
"10363",11,363,0.286,0.136048589562805,0.0860000000000001,0.132174087851159,0.554,0.594499257452792,0.584,0.616448498304295,0.46
"10364",11,364,0.322,0.00270926365840158,0.354,0.00171670761019482,0.004,0.00414632135697923,0,0.000390071076582954,0.00600000000000001
"10365",11,365,0.476,0.24290036710849,0.896,0.240841366194642,0.158,0.120819352236661,0.13,0.134788237896895,0.114
"10366",11,366,0.758,0.0261363083043392,0.17,0.0226179255093358,0.052,0.0912557918256125,0.032,0.0554113080661618,0.052
"10367",11,367,0.106,0.0071086355717557,0.892,0.00526275667058163,0.014,0.00375273551952282,0.004,0.000789405510373431,0.016
"10368",11,368,0.608,0.034415689653982,0.114,0.0305509799979247,0.0760000000000001,0.109296594315481,0.0820000000000001,0.0805238126974872,0.152
"10369",11,369,0.642,0.041593299178883,0.688,0.0375203634375592,0.038,0.0454052528770739,0.014,0.0384282267232616,0.05
"10370",11,370,0.072,0.160111110040292,0.776,0.156605285094702,0.0660000000000001,0.0173323263416572,0.112,0.0152523337023428,0.014
"10371",11,371,0.476,0.0306859023331774,0.228,0.0269607264492544,0.028,0.0219471733207977,0.02,0.0191780666155699,0.012
"10372",11,372,0.546,0.249541655641288,0.882,0.247600346269332,0.12,0.356284835726956,0.128,0.200812348467798,0.158
"10373",11,373,0.226,0.0132605189519086,0.0920000000000001,0.0106584057807035,0.03,0.095651984736976,0.03,0.046000693443089,0.03
"10374",11,374,0.018,0.0421463707898941,0.178,0.038060196046949,0.054,0.00216216780662837,0.0620000000000001,0.000519655462677626,0.00800000000000001
"10375",11,375,0.188,0.000208521308892685,0.044,7.26638614676478e-05,0.002,0.00280985761314312,0.00600000000000001,0.000321839417068759,0.004
"10376",11,376,0.646,0.0128755225144033,0.376,0.0103120655973074,0.018,0.00442994389252416,0.016,0.000233833173922005,0.012
"10377",11,377,0.492,0.513951656062284,0.46,0.515547810215692,0.418,0.666851176237513,0.374,0.455383821159973,0.46
"10378",11,378,0.024,0.00800475212972166,0.89,0.0060262265920632,0.00600000000000001,0.00193655749284494,0.002,0.000803466239096107,0.004
"10379",11,379,0.954,0.0119876946490752,0.052,0.00951699794900251,0.022,0.0113153513242077,0.018,0.00256451925027723,0.012
"10380",11,380,0.326,0.126483102278658,0.144,0.122477858280913,0.332,0.741319628789843,0.366,0.260202566324697,0.3
"10381",11,381,0.516,0.360973827428443,0.2,0.360850377738912,0.568,0.382739492658019,0.518,0.631978839308329,0.456
"10382",11,382,0.106,0.00498109822701242,0.73,0.00349636246086604,0.002,0.00277006228462673,0,0.00026174343370533,0.004
"10383",11,383,0.554,0.667129608816669,0.648,0.66937554444063,0.464,0.508388090710759,0.444,0.378746201622142,0.418
"10384",11,384,0.278,0.21523978560305,0.022,0.21268739956709,0.912,0.727259993516909,0.866,0.761114001012354,0.988
"10385",11,385,0.106,0.0605911338199128,0.014,0.0562326069987841,0.596,0.58032032919641,0.59,0.780954262136492,0.364
"10386",11,386,0.01,0.000139717536357689,0.476,4.31899431001526e-05,0,1.58650290127405e-07,0,3.42514025697405e-07,0
"10387",11,387,0.622,0.0666906813880842,0.502,0.0622975135375969,0.036,0.104369606384092,0.03,0.0715773961883505,0.05
"10388",11,388,0.946,0.755859889599308,0.572,0.757986010929568,0.65,0.841980721983082,0.65,0.820460246362416,0.582
"10389",11,389,0.29,0.104098563384517,0.956,0.0998405508296777,0.0640000000000001,0.0990167025926745,0.0840000000000001,0.00502822181722484,0.0900000000000001
"10390",11,390,0.364,0.603759659185773,0.332,0.605869319265784,0.604,0.580923664349795,0.556,0.648506898293441,0.616
"10391",11,391,0.804,0.735993188489072,0.486,0.738177280504187,0.746,0.550331579984054,0.726,0.150870917179681,0.82
"10392",11,392,0.622,0.0393883238124094,0.74,0.0353718987445185,0.022,0.0844103211379945,0.02,0.0288522357954747,0.012
"10393",11,393,0.036,0.00175481350568013,0.388,0.00102455085526865,0.004,9.51158059425694e-07,0.004,3.58392957533482e-08,0.002
"10394",11,394,1,0.283943120561761,0.506,0.282599698057396,0.226,0.572569675581771,0.26,0.333345167446968,0.224
"10395",11,395,0.118,0.0156109751458205,0.00800000000000001,0.0127911863280705,0.144,0.160374527636811,0.12,0.132771002083766,0.0840000000000001
"10396",11,396,0.206,0.0628857064860998,0.582,0.0585115539222687,0.04,0.0409169713558232,0.056,0.0391231584344786,0.0580000000000001
"10397",11,397,0.668,0.293319836787254,0.532,0.292134803725849,0.246,0.177221716281413,0.236,0.29333284589794,0.206
"10398",11,398,0.934,0.537081141827707,0.732,0.538845472003172,0.374,0.384862593975624,0.354,0.504915788342644,0.324
"10399",11,399,0.864,0.0506043925534265,0.67,0.0463566032576788,0.04,0.0810469684769612,0.036,0.0351508497756341,0.03
"10400",11,400,0.278,0.336622518969639,0.146,0.33613509291577,0.682,0.276863026023988,0.664,0.263774117150491,0.704
"10401",11,401,0.37,0.0319932134311745,0.0920000000000001,0.0282163365558166,0.0860000000000001,0.233972400900738,0.0700000000000001,0.120147279966637,0.0660000000000001
"10402",11,402,0.1,0.142500149530744,0.044,0.138719577412332,0.812,0.179051817768424,0.814,0.959569850489252,0.898
"10403",11,403,0.09,0.0899629719561421,0.674,0.0855993382081464,0.036,0.000284700253321946,0.0640000000000001,0.000273545458996827,0.114
"10404",11,404,0.88,0.135213939008174,0.296,0.131327601899072,0.052,0.204150946700412,0.0860000000000001,0.166060919316029,0.114
"10405",11,405,0.894,0.332347772027814,0.442,0.33179422195625,0.292,0.342749135857537,0.308,0.0685453645735079,0.296
"10406",11,406,0.556,0.298742487866274,0.238,0.297647972552827,0.418,0.167500628545623,0.394,0.465901464312974,0.418
"10407",11,407,0.676,0.579926171977456,0.59,0.581936220405791,0.36,0.828488965239145,0.4,0.431188879459611,0.324
"10408",11,408,0.682,0.00242481266717963,0.962,0.00150575726128244,0,0.00461016174824791,0,0.00131315713650126,0.004
"10409",11,409,0.108,0.00680186167666308,0.014,0.00500375498149064,0.02,0.0464222877942273,0.032,0.0459266059568864,0.022
"10410",11,410,0.384,0.180313076852813,0.17,0.177145762060292,0.346,0.218528672237226,0.38,0.556178524724866,0.376
"10411",11,411,0.452,0.0042867783383208,0.11,0.00293791380264774,0,0.0106689297210816,0.00600000000000001,0.00809602406274967,0.004
"10412",11,412,0.126,0.158946132825644,0.034,0.155421441739247,0.856,0.804245590900703,0.918,0.325023859242597,0.898
"10413",11,413,0.802,0.0334777189175125,0.344,0.0296458409881302,0.024,0.0191927292673573,0.032,0.046529084237912,0.018
"10414",11,414,0.962,0.0258776750645719,0.238,0.0223724382002362,0.042,0.0477236632031641,0.026,0.0144424117013922,0.032
"10415",11,415,0.442,0.155685080442171,0.87,0.15210804470971,0.106,0.0611560977538912,0.108,0.0111868229473565,0.136
"10416",11,416,0.474,0.0187698867500071,0.546,0.0156994421619434,0.00800000000000001,0.0140011186025621,0.00600000000000001,0.0017465523256559,0.024
"10417",11,417,0.308,0.166579165713556,0.98,0.163179543282476,0.0900000000000001,0.112861613370004,0.106,0.0346067578318947,0.0800000000000001
"10418",11,418,0.33,0.421102047814312,0.836,0.421776470700808,0.264,0.532333156989494,0.234,0.239788945155127,0.262
"10419",11,419,0.042,0.00862329727111377,0.278,0.00655865619680807,0.014,0.00013735841567275,0.016,1.3337611935671e-05,0.046
"10420",11,420,0.364,0.0350652544290142,0.0940000000000001,0.0311786405689467,0.252,0.0478708973492811,0.29,0.384755814574045,0.396
"10421",11,421,0.41,0.0315787593536994,0.894,0.0278179322953818,0.012,0.0385236273371781,0.012,0.0253521710473685,0.01
"10422",11,422,0.196,0.0405158864462137,0.73,0.0364698027452208,0.03,0.0219841201938953,0.024,0.00599805811211251,0.028
"10423",11,423,0.264,0.0215877171738677,0.684,0.0183263131256081,0.012,0.0242327820641306,0.002,0.0173083855082746,0.012
"10424",11,424,0.994,0.0049786335141394,0.424,0.00349436184309937,0.00600000000000001,0.00996742781121662,0.014,0.0026236463144359,0.00800000000000001
"10425",11,425,0.882,0.30012781109333,0.294,0.299056287198847,0.232,0.438215865367208,0.202,0.356338995915206,0.218
"10426",11,426,0.258,0.0464826281092115,0.736,0.0423045655805256,0.048,0.000424455621202857,0.056,9.87072599034633e-05,0.034
"10427",11,427,0.17,0.0117090227729661,0.004,0.00926853903694247,0.178,0.431403041210764,0.204,0.293251006435319,0.17
"10428",11,428,0.518,0.317388060089339,0.366,0.316598169326835,0.25,0.532833592555677,0.224,0.419675239011733,0.318
"10429",11,429,0.004,0.00883034989632277,0.746,0.00673779245266015,0.002,0.00128697197668459,0.004,0.000376640789091942,0.00800000000000001
"10430",11,430,0.142,0.0474718622570468,0.49,0.0432755950587574,0.044,0.101545743640996,0.0580000000000001,0.00596140566850101,0.028
"10431",11,431,0.928,0.253829594854693,0.4,0.251963972045752,0.232,0.541767712317425,0.196,0.333471516981934,0.15
"10432",11,432,0.054,0.0886690687770152,0.684,0.084298509299024,0.054,0.0298068240081698,0.0620000000000001,0.000872275820145374,0.0860000000000001
"10433",11,433,0.172,0.0516284588390987,0.032,0.0473657327078043,0.256,0.327583181617833,0.242,0.224782302012854,0.25
"10434",11,434,0.226,0.0133791295212156,0.432,0.0107652894438359,0.016,0.0279734168579586,0.012,0.00891813601675617,0.00800000000000001
"10435",11,435,0.794,0.0436316154908124,0.128,0.0395116478850038,0.0940000000000001,0.0810618457147394,0.0740000000000001,0.00525482070864935,0.0680000000000001
"10436",11,436,0.53,0.0472984709268487,0.242,0.043105324965603,0.0700000000000001,0.0199348987894182,0.0620000000000001,0.00911461436289884,0.0680000000000001
"10437",11,437,0.82,0.0738485602491183,0.284,0.0694402938941887,0.118,0.318051957809137,0.104,0.163524443604564,0.146
"10438",11,438,0.84,0.0059446489543559,0.41,0.00428723013039267,0.002,0.00269087824947412,0.002,0.00243735416787838,0.004
"10439",11,439,0.062,0.01026545430925,0.45,0.00799071355490399,0.00800000000000001,5.77229354774556e-05,0.00800000000000001,9.74153464561311e-08,0.018
"10440",11,440,0.228,0.128384039573244,0.674,0.124403879542322,0.118,0.104680205792686,0.112,0.0217092197565653,0.0940000000000001
"10441",11,441,0.3,0.222682379405626,0.868,0.220262903666699,0.17,0.357160313184592,0.14,0.206228500851209,0.19
"10442",11,442,0.0800000000000001,0.0944537231467777,0.04,0.0901179578655777,0.282,0.199606393006085,0.262,0.179240801559934,0.238
"10443",11,443,0.974,0.662714544005139,0.642,0.664957017585778,0.538,0.571466077499601,0.496,0.709777483909368,0.468
"10444",11,444,0.33,0.00205780462129982,0.198,0.00123913956987165,0.00600000000000001,0.00122494999630574,0.00600000000000001,0.000245517282343344,0.004
"10445",11,445,0.84,0.0664375711231382,0.85,0.0620454153203311,0.028,0.13217255507386,0.032,0.0516093823712074,0.038
"10446",11,446,0.306,0.0447024940178646,0.0660000000000001,0.0405596928785203,0.14,0.272040874754396,0.134,0.214271919570753,0.148
"10447",11,447,0.574,0.000364551970448616,0.0740000000000001,0.0001482833953661,0,4.78238883178106e-05,0.002,2.67197189518509e-05,0
"10448",11,448,0.422,0.0179857043161012,0.0900000000000001,0.0149735531043285,0.042,0.000212688689628537,0.042,1.72274612775247e-05,0.036
"10449",11,449,0.37,0.437063272353945,0.206,0.437923713046592,0.634,0.928149493831746,0.686,0.86404773956382,0.66
"10450",11,450,0.342,0.157150734798634,0.19,0.153597137861666,0.184,0.401112199724026,0.178,0.307814249469749,0.238
"10451",11,451,0.172,0.273910436273037,0.83,0.272395132817962,0.178,0.277095974458722,0.196,0.00632247568500888,0.244
"10452",11,452,0.126,0.053858772908996,0.742,0.0495665476255616,0.05,0.00929135915618207,0.022,0.00756150871689099,0.046
"10453",11,453,0.236,0.0798746183544445,0.866,0.0754716754246848,0.04,0.0538498790982365,0.028,0.0515495520340077,0.04
"10454",11,454,0.882,0.360880337571927,0.462,0.360755533222576,0.316,0.399573055591145,0.324,0.204745899481422,0.428
"10455",11,455,0.368,0.757796625405312,0.568,0.75991614265426,0.904,0.965140703706947,0.95,0.788368330203542,0.842
"10456",11,456,0.088,0.00408779657901328,0.618,0.00277992002632077,0,0.00039323525871926,0,0.00013302029508977,0.002
"10457",11,457,0.444,0.00116476753337684,0.00600000000000001,0.000625130521554329,0.04,0.0816345437411201,0.038,0.0506738542408167,0.0660000000000001
"10458",11,458,0.164,0.0558711408104857,0.0720000000000001,0.0515556723586184,0.318,0.216971199580298,0.322,0.360619720840009,0.3
"10459",11,459,0.02,0.00304309864117685,0,0.0019684383171501,0.152,0.274392802406579,0.132,0.289435275352048,0.0740000000000001
"10460",11,460,0.166,0.122005491615843,0.408,0.117943113552439,0.102,0.226474402635745,0.116,0.128511097728119,0.0840000000000001
"10461",11,461,0.794,0.00314651113379345,0.0800000000000001,0.00204724471065376,0.004,0.0151556135458397,0,0.00628832262274082,0.004
"10462",11,462,0.946,0.104450172501255,0.562,0.100195407750073,0.0600000000000001,0.139752922673479,0.0580000000000001,0.104521902731399,0.0700000000000001
"10463",11,463,0.704,0.218880084883404,0.458,0.21639268975057,0.164,0.322024090722353,0.158,0.119500963876575,0.168
"10464",11,464,0.38,0.0368731906797609,0.0900000000000001,0.0329290264424951,0.0800000000000001,0.20896429395696,0.0900000000000001,0.0613016459543317,0.0840000000000001
"10465",11,465,0.308,0.00978705062161803,0.214,0.00757095733139979,0.016,0.0363479115584846,0.012,0.0175546212434061,0.02
"10466",11,466,0.444,2.59908821817532e-05,0.684,4.45115875180591e-06,0,2.71063993473319e-09,0,1.26007762002445e-08,0
"10467",11,467,0.144,0.230658444390587,0.464,0.228381418050234,0.23,0.139829868530542,0.214,0.0585561943195924,0.17
"10468",11,468,0.486,0.0534156869026517,0.874,0.0491290011156362,0.056,0.0108721898159365,0.0700000000000001,0.00178759586550037,0.052
"10469",11,469,0.3,0.309269185395945,0.36,0.308347960047332,0.268,0.710875926731604,0.304,0.379506089532518,0.228
"10470",11,470,0.038,0.0600615282982135,0,0.0557070810425946,0.956,0.394477185586228,0.93,0.463662663991032,0.89
"10471",11,471,0.89,0.465466742661176,0.612,0.466630241695803,0.342,0.653550191276314,0.298,0.505481231901159,0.328
"10472",11,472,0.724,0.164907171368526,0.438,0.161479870908384,0.0800000000000001,0.209137728538069,0.0880000000000001,0.118145812038393,0.0920000000000001
"10473",11,473,0.284,0.00630510748488681,0.456,0.00458717285744459,0.004,0.00190257991834564,0.00600000000000001,0.00505575303456918,0.002
"10474",11,474,0.826,0.00381570125063738,0.102,0.00256551298224772,0.016,0.0193363931819653,0.014,0.00723555565498468,0.012
"10475",11,475,0.634,0.407477339372376,0.982,0.407984213291484,0.252,0.348809003140238,0.308,0.356557113167215,0.25
"10476",11,476,0.322,0.00211730209076082,0.002,0.0012818958477514,0.014,0.0189786651049163,0.002,0.0131526883094174,0.00800000000000001
"10477",11,477,0.246,0.419614801920577,0.398,0.420271325005409,0.34,0.384159282056501,0.366,0.465690913783481,0.358
"10478",11,478,0.056,0.00935767283119607,0.372,0.00719595125781081,0.002,1.05329838565593e-05,0,1.30592934777241e-06,0
"10479",11,479,0.722,0.0520027110163722,0.342,0.0477347490565039,0.042,0.133442055384971,0.042,0.0531653328216644,0.032
"10480",11,480,0.034,0.00450542207401242,0.014,0.00311261543269148,0.00600000000000001,0.0202286391025812,0.026,0.0406554823229301,0.012
"10481",11,481,0.276,0.00114060961249718,0.518,0.000609421280242217,0.002,0.000812755808612065,0,0.00026694806156502,0
"10482",11,482,0.03,0.00812423498211164,0.496,0.00612874614779435,0.00800000000000001,0.000574214615651991,0.004,0.000262533875340365,0.01
"10483",11,483,0.532,0.0303421913063029,0.802,0.0266311414001188,0.036,0.0315691130504241,0.03,0.0183251144464034,0.026
"10484",11,484,0.0820000000000001,0.0918861556310953,0.018,0.0875337464671042,0.34,0.399022500101734,0.408,0.345115886308651,0.324
"10485",11,485,0.474,0.00505685659047631,0.0720000000000001,0.00355791530573368,0.00800000000000001,0.0156352964979165,0.022,0.00319553755050817,0.00800000000000001
"10486",11,486,0.352,0.249865501218266,0.666,0.247929916922991,0.138,0.434751742793665,0.106,0.216115255108339,0.16
"10487",11,487,1,0.312457106694029,0.352,0.311587698531115,0.314,0.193009319776342,0.27,0.437547021284255,0.318
"10488",11,488,0.004,0.0116009677105998,0.744,0.00917234660130384,0.012,7.11308124173859e-05,0.00800000000000001,2.18239693072775e-06,0.024
"10489",11,489,0.248,0.00775821499014788,0.694,0.00581521028460741,0.00600000000000001,0.000210276012138855,0.002,0.00056260082479298,0.004
"10490",11,490,0.026,0.00710552031609246,0.652,0.00526012017407185,0.00800000000000001,2.34749131688972e-06,0,3.40107078944385e-07,0.00600000000000001
"10491",11,491,0.394,0.162043989869755,0.162,0.158569650215303,0.3,0.470416715342107,0.334,0.494289204072652,0.316
"10492",11,492,0.242,0.437509984482076,0.664,0.438375470112501,0.306,0.214694582528226,0.284,0.134151744063899,0.286
"10493",11,493,0.608,0.342384835347442,0.812,0.341985514365869,0.19,0.377892169921452,0.192,0.258842370363285,0.214
"10494",11,494,0.86,0.158116483370886,0.324,0.154578408964039,0.142,0.241256579212599,0.146,0.119914096971187,0.122
"10495",11,495,0.092,0.0257989398476937,0.256,0.0222977373027506,0.01,0.0351875087177098,0.004,0.0379384171805242,0.024
"10496",11,496,0.754,0.0983880981236266,0.358,0.0940812866123637,0.0900000000000001,0.15347561732583,0.116,0.133020923129153,0.0960000000000001
"10497",11,497,0.14,0.0499762762235188,0.016,0.0457381004591111,0.348,0.56402329372504,0.346,0.464470160100662,0.358
"10498",11,498,0.996,0.0197229331059271,0.054,0.01658479227447,0.0600000000000001,0.081130497018683,0.034,0.00656314843526284,0.054
"10499",11,499,0.01,0.00304374241891867,0.814,0.00196892775329971,0.004,0.000130186939355292,0.004,0.000176888566696509,0.002
"10500",11,500,0.826,0.000342399203810138,0.254,0.000136973544857311,0,2.17801879892621e-05,0,4.05921538763065e-05,0
"10501",11,501,0.476,0.0292784670941279,0.976,0.0256126034483966,0.00600000000000001,0.0356530153749869,0.014,0.0238184981790395,0.022
"10502",11,502,0.814,0.0620996500464186,0.42,0.0577304826984781,0.0620000000000001,0.13642975146495,0.0880000000000001,0.083678362874553,0.036
"10503",11,503,0.67,0.10950715638962,0.564,0.105301974962695,0.0660000000000001,0.217258439325718,0.05,0.122183357924995,0.0600000000000001
"10504",11,504,0.724,0.782798976570134,0.552,0.784818118328221,0.776,0.534515173239514,0.868,0.850788987396955,0.772
"10505",11,505,0.032,0.000211621620189114,0.554,7.40598938009374e-05,0.012,2.90758084275922e-10,0.004,1.99737237860376e-09,0
"10506",11,506,0.162,0.0131335382289724,0.042,0.0105440739324767,0.0760000000000001,0.0822080988011583,0.056,0.0360250026143526,0.1
"10507",11,507,0.14,0.100904308899597,0.97,0.096618058538857,0.0820000000000001,0.0336141675750499,0.0880000000000001,0.00238044386071512,0.11
"10508",11,508,0.77,0.150613536019468,0.312,0.146956570683632,0.16,0.416727015026934,0.16,0.259261266777779,0.13
"10509",11,509,0.858,0.0488152525501472,0.232,0.0445957796834291,0.0580000000000001,0.134595383003777,0.05,0.0781971680770958,0.048
"10510",11,510,0.934,0.460612668037243,0.484,0.461726942048863,0.368,0.543421407033731,0.348,0.192335632197173,0.396
"10511",11,511,0.616,0.213812916034965,0.57,0.211235071968814,0.1,0.419392518376571,0.132,0.222853808053812,0.128
"10512",11,512,0.278,0.00863008131756493,0.00600000000000001,0.0065645185519736,0.128,0.199577983960155,0.152,0.181312551391227,0.142
"10513",11,513,0.702,0.214661164047638,0.7,0.212098452996035,0.15,0.0138518562005467,0.11,0.172520006298069,0.134
"10514",11,514,0.928,0.0391102230563016,0.0780000000000001,0.035101365711057,0.05,0.0201463875619037,0.0640000000000001,0.0228721364283048,0.0760000000000001
"10515",11,515,0.114,0.00321457579647067,0.028,0.00209931450882817,0.122,0.153902489989014,0.12,0.137746897870297,0.128
"10516",11,516,0.492,0.138702270671843,0.636,0.134865893641524,0.106,0.0417199314501979,0.0920000000000001,0.0608768617600586,0.124
"10517",11,517,0.986,0.24096461058831,0.758,0.238871214594713,0.116,0.114374440081858,0.142,0.194145261799035,0.126
"10518",11,518,0.924,0.0383259697419185,0.186,0.0343390080526653,0.0880000000000001,0.236675973834349,0.0860000000000001,0.0858054552066171,0.11
"10519",11,519,0.832,0.253058781447497,0.44,0.251179572297666,0.182,0.118433298071758,0.18,0.185585695389144,0.158
"10520",11,520,0.308,0.103236238307847,0.736,0.0989703755872193,0.0840000000000001,0.0623321461957205,0.0780000000000001,0.00623338674817264,0.056
"10521",11,521,0.772,0.0355846471030488,0.194,0.03168099394627,0.044,0.11529979589874,0.054,0.0156191573975535,0.0620000000000001
"10522",11,522,0.09,0.0739120793414221,0.886,0.0695037884507789,0.042,0.0239372159236122,0.026,0.000933117661023219,0.04
"10523",11,523,0.698,0.0836574676630143,0.214,0.0792651552081083,0.0820000000000001,0.201567143007726,0.0840000000000001,0.0736631141829942,0.0660000000000001
"10524",11,524,0.276,0.400350379761554,0.958,0.400766447987383,0.186,0.147002091326093,0.252,0.156157231053315,0.28
"10525",11,525,0.356,0.0302979912545993,0.412,0.0265887744448206,0.03,0.0494253109334453,0.018,0.00670470374606458,0.03
"10526",11,526,0.394,0.0162276712435574,0.0780000000000001,0.0133554837732234,0.052,0.0560345891176809,0.03,0.0678479412686102,0.032
"10527",11,527,0.442,0.0159632162487848,0.254,0.0131132770475892,0.022,0.0487121149598807,0.034,0.0117672554497107,0.028
"10528",11,528,0.714,0.0106825672878189,0.186,0.00835826521114547,0.02,0.0688723061656786,0.012,0.0151797968096288,0.048
"10529",11,529,0.472,0.203303099254937,0.136,0.200538243084133,0.226,0.269226460185614,0.204,0.233382256920799,0.174
"10530",11,530,0.254,0.0656481266659639,0.288,0.0612593530305139,0.0760000000000001,0.0425914961463594,0.0960000000000001,0.00203695703651996,0.13
"10531",11,531,0.146,0.0452969158341111,0.438,0.0411419733368612,0.04,0.000789974363807899,0.044,0.000363948997301078,0.0580000000000001
"10532",11,532,0.076,0.0275367467001786,0.794,0.0239499223448547,0.022,0.000318400069850289,0.028,7.35040988892877e-05,0.038
"10533",11,533,0.472,0.174351592104622,0.184,0.171082447218163,0.364,0.613395098461861,0.39,0.129031811461646,0.478
"10534",11,534,0.328,0.103655688485871,0.704,0.0993936236773918,0.0700000000000001,0.0229682920663636,0.052,0.0309613238970825,0.0620000000000001
"10535",11,535,0.856,0.223788966172035,0.68,0.221389259303074,0.122,0.283145389359124,0.144,0.22786125036255,0.174
"10536",11,536,0.704,0.255967866691749,0.252,0.254139886044207,0.282,0.610223001150086,0.308,0.411281442140451,0.236
"10537",11,537,0.818,0.145885022198913,0.154,0.142155330610439,0.266,0.393016084870255,0.336,0.430101688523306,0.356
"10538",11,538,0.49,0.153892385606918,0.358,0.150286882516791,0.122,0.337509243192654,0.144,0.102176063282512,0.168
"10539",11,539,0.52,0.770482042653187,0.676,0.772554134326458,0.652,0.7615905928837,0.63,0.543168241097604,0.512
"10540",11,540,0.392,0.0579903873830078,0.104,0.0536536804400762,0.158,0.102529730995304,0.172,0.073408759244875,0.12
"10541",11,541,0.484,0.150766784910579,0.736,0.147112206735293,0.0580000000000001,0.150720823823128,0.0640000000000001,0.0825128823722305,0.0920000000000001
"10542",11,542,0.26,0.489321194237392,0.212,0.490711035564,0.974,0.196459158566384,0.934,0.423718184945201,0.96
"10543",11,543,0.916,0.0332096528628507,0.152,0.0293874262472625,0.0600000000000001,0.0428296147040774,0.05,0.039664031169993,0.0840000000000001
"10544",11,544,0.468,0.430087119038951,0.206,0.430867632026954,0.46,0.745449799617908,0.446,0.580058577115001,0.518
"10545",11,545,0.012,1.36365774264817e-05,0.00600000000000001,1.78888811874778e-06,0.012,0.00139838404452042,0.012,0.00234128603953732,0.01
"10546",11,546,0.824,0.107835134707162,0.834,0.10361298115957,0.054,0.103036511454659,0.0600000000000001,0.0693269457114498,0.0640000000000001
"10547",11,547,0.394,0.0396237129399944,0.84,0.0356009614877322,0.024,0.0352153116884987,0.014,0.0174678073151764,0.026
"10548",11,548,0.86,0.0596906481139576,0.316,0.0553391666699591,0.0700000000000001,0.117188151200142,0.05,0.0712290477222836,0.0680000000000001
"10549",11,549,0.318,0.000124145271401525,0.862,3.69885564315275e-05,0,1.16617683132425e-06,0,1.22992270390476e-06,0
"10550",11,550,0.196,0.0903913645177453,0.976,0.0860301360412252,0.0780000000000001,0.00818491713365643,0.0600000000000001,0.000494423771649544,0.054
"10551",11,551,0.42,0.114837380932246,0.834,0.110689837639414,0.0620000000000001,0.188751416593261,0.0600000000000001,0.110620183326142,0.0720000000000001
"10552",11,552,0.016,0.00218967801059543,0.002,0.00133415972437168,0.0600000000000001,0.0800664640390871,0.0860000000000001,0.125920046022126,0.0880000000000001
"10553",11,553,0.384,0.0356383869031062,0.0960000000000001,0.0317329944403516,0.046,0.0129794858078308,0.04,0.0028490401028326,0.036
"10554",11,554,0.604,0.334292702959998,0.764,0.333769317849614,0.246,0.524521925120502,0.202,0.288629657015172,0.206
"10555",11,555,0.924,0.963636961833493,0.794,0.964114706452807,0.98,0.952228652587428,0.976,0.708693139469954,0.95
"10556",11,556,0.48,0.462774962869906,0.982,0.463911296201366,0.332,0.431378353912205,0.376,0.20046347732724,0.376
"10557",11,557,0.17,0.0342683590506092,0.034,0.0304087112637739,0.242,0.322930482823449,0.232,0.391696376667644,0.228
"10558",11,558,0.908,0.00389900903227281,0.356,0.00263094954271659,0.00600000000000001,0.0032317915149489,0.004,0.000470726368079766,0.01
